# log10mustar log10mustar_err log10lambda log10lambda_err
1.332523155212402344e+01 4.388260468840599060e-02 1.949621677398681641e+00 2.040534839034080505e-02
1.333858776092529297e+01 6.472323089838027954e-02 1.922451615333557129e+00 2.362560853362083435e-02
1.345885848999023438e+01 5.028690770268440247e-02 1.910242676734924316e+00 2.245307154953479767e-02
1.309258079528808594e+01 5.754543840885162354e-02 1.877865433692932129e+00 1.935372874140739441e-02
1.313959789276123047e+01 5.397029966115951538e-02 1.821028947830200195e+00 2.266465127468109131e-02
1.315121269226074219e+01 8.350559324026107788e-02 1.880141377449035645e+00 1.933950185775756836e-02
1.321011257171630859e+01 6.882531195878982544e-02 1.874871015548706055e+00 2.236385829746723175e-02
1.319199466705322266e+01 6.717861443758010864e-02 1.819123983383178711e+00 2.268003672361373901e-02
1.325817584991455078e+01 6.002205610275268555e-02 1.847703218460083008e+00 1.907049119472503662e-02
1.351784420013427734e+01 6.326422095298767090e-02 1.936402559280395508e+00 2.146488428115844727e-02
1.300806236267089844e+01 7.663558423519134521e-02 1.831310272216796875e+00 2.196239121258258820e-02
1.302277278900146484e+01 7.846621423959732056e-02 1.822726249694824219e+00 1.931444928050041199e-02
1.312433719635009766e+01 5.253708362579345703e-02 2.016129493713378906e+00 3.269378468394279480e-02
1.334211826324462891e+01 4.128827899694442749e-02 1.888785600662231445e+00 2.276435308158397675e-02
1.306378459930419922e+01 9.812686592340469360e-02 1.878917336463928223e+00 2.304348163306713104e-02
1.322585391998291016e+01 8.189883828163146973e-02 1.852102637290954590e+00 2.040878124535083771e-02
1.318791866302490234e+01 6.692153215408325195e-02 1.877777695655822754e+00 2.089639194309711456e-02
1.327183341979980469e+01 5.360875278711318970e-02 1.912922620773315430e+00 2.462134324014186859e-02
1.319768238067626953e+01 1.163363829255104065e-01 1.851356983184814453e+00 2.269932813942432404e-02
1.314004611968994141e+01 4.627965018153190613e-02 1.872567176818847656e+00 2.107114903628826141e-02
1.303950405120849609e+01 5.159330368041992188e-02 1.785501480102539062e+00 2.971160039305686951e-02
1.328778457641601562e+01 7.626257836818695068e-02 1.889726042747497559e+00 2.129861339926719666e-02
1.332205009460449219e+01 5.369372665882110596e-02 1.875136137008666992e+00 2.334298938512802124e-02
1.300152969360351562e+01 5.369330942630767822e-02 1.846855759620666504e+00 2.365140616893768311e-02
1.303896427154541016e+01 4.130274802446365356e-02 1.842593073844909668e+00 2.249532565474510193e-02
1.338442230224609375e+01 3.855453804135322571e-02 1.856273412704467773e+00 2.188912779092788696e-02
1.307313632965087891e+01 5.989456921815872192e-02 1.798232436180114746e+00 2.357425726950168610e-02
1.331454467773437500e+01 4.459403455257415771e-02 1.879704594612121582e+00 2.127505838871002197e-02
1.338201332092285156e+01 4.087282717227935791e-02 1.974981188774108887e+00 2.520066313445568085e-02
1.312209796905517578e+01 5.721096694469451904e-02 1.803992629051208496e+00 2.387174591422080994e-02
1.329357624053955078e+01 4.489369690418243408e-02 1.832091093063354492e+00 2.343861572444438934e-02
1.314406299591064453e+01 5.866875126957893372e-02 1.884398579597473145e+00 2.446261979639530182e-02
1.333071899414062500e+01 3.697640448808670044e-02 1.900938510894775391e+00 2.370090782642364502e-02
1.317985534667968750e+01 6.515969336032867432e-02 1.820227861404418945e+00 2.259896509349346161e-02
1.329578495025634766e+01 6.898301839828491211e-02 1.844303131103515625e+00 2.646070159971714020e-02
1.299943828582763672e+01 5.367562547326087952e-02 1.826298832893371582e+00 2.289504371583461761e-02
1.315556621551513672e+01 8.375548571348190308e-02 1.872744917869567871e+00 2.646584436297416687e-02
1.319785308837890625e+01 5.431203544139862061e-02 1.815491676330566406e+00 2.597926184535026550e-02
1.316989326477050781e+01 5.947836861014366150e-02 1.889469742774963379e+00 2.337376214563846588e-02
1.309851074218750000e+01 4.141655564308166504e-02 1.819023489952087402e+00 2.206329256296157837e-02
1.328772449493408203e+01 4.927585646510124207e-02 1.805757761001586914e+00 2.108978107571601868e-02
1.295911026000976562e+01 5.734503641724586487e-02 1.810395717620849609e+00 2.028734982013702393e-02
1.301069164276123047e+01 7.018151134252548218e-02 1.834425330162048340e+00 2.199226431548595428e-02
1.308329677581787109e+01 6.391510367393493652e-02 1.829450011253356934e+00 2.167605794966220856e-02
1.318033409118652344e+01 6.457188725471496582e-02 1.830821514129638672e+00 2.352176047861576080e-02
1.325352668762207031e+01 4.161262512207031250e-02 1.833065271377563477e+00 2.453273907303810120e-02
1.313952827453613281e+01 5.129864439368247986e-02 1.860769867897033691e+00 2.094948291778564453e-02
1.325221347808837891e+01 5.339621379971504211e-02 1.944908976554870605e+00 3.864143416285514832e-02
1.318403339385986328e+01 5.986556038260459900e-02 1.847232580184936523e+00 2.479245886206626892e-02
1.314262294769287109e+01 7.900150120258331299e-02 1.797915935516357422e+00 2.222855389118194580e-02
1.325741195678710938e+01 7.469897717237472534e-02 1.800964951515197754e+00 2.382608875632286072e-02
1.357962036132812500e+01 3.250544890761375427e-02 1.842212080955505371e+00 3.106352686882019043e-02
1.331387805938720703e+01 5.565539747476577759e-02 1.875224351882934570e+00 3.449108451604843140e-02
1.312782287597656250e+01 8.745646476745605469e-02 1.811010360717773438e+00 2.752281725406646729e-02
1.327417469024658203e+01 3.223158419132232666e-02 1.813765764236450195e+00 2.636693976819515228e-02
1.297386264801025391e+01 5.180926620960235596e-02 1.759208321571350098e+00 2.331758663058280945e-02
1.323243331909179688e+01 3.719564527273178101e-02 1.971882224082946777e+00 3.553292900323867798e-02
1.315332221984863281e+01 7.529599964618682861e-02 1.855165123939514160e+00 2.590603567659854889e-02
1.319540691375732422e+01 4.886366799473762512e-02 1.873454689979553223e+00 2.482266724109649658e-02
1.313250255584716797e+01 7.424199581146240234e-02 1.849861741065979004e+00 2.659216709434986115e-02
1.317199897766113281e+01 6.078590452671051025e-02 1.802220344543457031e+00 2.178162708878517151e-02
1.323487281799316406e+01 6.454695016145706177e-02 1.784305572509765625e+00 2.660187706351280212e-02
1.297456455230712891e+01 6.942142546176910400e-02 1.828664302825927734e+00 2.277411334216594696e-02
1.306413269042968750e+01 6.927409023046493530e-02 1.798337817192077637e+00 2.472415380179882050e-02
1.320864105224609375e+01 6.830559670925140381e-02 1.828369379043579102e+00 2.547009475529193878e-02
1.299858188629150391e+01 8.374453336000442505e-02 1.829253673553466797e+00 2.208605408668518066e-02
1.316912364959716797e+01 7.743129134178161621e-02 1.786260724067687988e+00 2.328082546591758728e-02
1.306632518768310547e+01 5.223312228918075562e-02 1.761049866676330566e+00 2.552982047200202942e-02
1.300761222839355469e+01 5.636344105005264282e-02 1.782560229301452637e+00 2.438275516033172607e-02
1.303372383117675781e+01 5.099188536405563354e-02 1.731957674026489258e+00 2.330261282622814178e-02
1.314416313171386719e+01 5.484127253293991089e-02 1.761394262313842773e+00 2.376660332083702087e-02
1.304555034637451172e+01 9.956102073192596436e-02 1.797810435295104980e+00 2.457180991768836975e-02
1.297474575042724609e+01 5.995536595582962036e-02 1.821528792381286621e+00 2.787104994058609009e-02
1.324848079681396484e+01 6.185348331928253174e-02 1.811726450920104980e+00 2.452395670115947723e-02
1.314196872711181641e+01 5.685243010520935059e-02 1.903014183044433594e+00 3.178638219833374023e-02
1.305807018280029297e+01 6.923796981573104858e-02 1.824317693710327148e+00 2.306689508259296417e-02
1.311864662170410156e+01 6.762062758207321167e-02 1.763569355010986328e+00 2.313965931534767151e-02
1.308779525756835938e+01 5.799497663974761963e-02 1.753519415855407715e+00 2.545497752726078033e-02
1.294154739379882812e+01 6.006216630339622498e-02 1.850329518318176270e+00 4.037053510546684265e-02
1.313223743438720703e+01 7.127923518419265747e-02 1.788207173347473145e+00 2.773405425250530243e-02
1.309364128112792969e+01 4.711074382066726685e-02 1.850142478942871094e+00 2.630081772804260254e-02
1.291880321502685547e+01 7.097209244966506958e-02 1.800860166549682617e+00 3.726082295179367065e-02
1.325000572204589844e+01 5.334125831723213196e-02 1.797810435295104980e+00 2.334814891219139099e-02
1.319979763031005859e+01 6.201317533850669861e-02 1.766187787055969238e+00 2.852722816169261932e-02
1.321531200408935547e+01 9.683807939291000366e-02 1.813460469245910645e+00 2.683761902153491974e-02
1.304317665100097656e+01 4.572997242212295532e-02 1.842402577400207520e+00 2.709610573947429657e-02
1.332289981842041016e+01 4.974936321377754211e-02 1.800440788269042969e+00 2.977835759520530701e-02
1.294972610473632812e+01 6.375551223754882812e-02 1.777392268180847168e+00 2.518548816442489624e-02
1.321126174926757812e+01 5.423863977193832397e-02 1.826990127563476562e+00 2.299452945590019226e-02
1.299276638031005859e+01 1.061525568366050720e-01 1.759438991546630859e+00 3.705977275967597961e-02
1.332876968383789062e+01 3.925449773669242859e-02 1.841067314147949219e+00 2.863915823400020599e-02
1.302914810180664062e+01 7.631883770227432251e-02 1.727513790130615234e+00 2.490465715527534485e-02
1.303301906585693359e+01 7.226877659559249878e-02 1.763569355010986328e+00 2.579528093338012695e-02
1.306509876251220703e+01 8.597074449062347412e-02 1.773726701736450195e+00 2.664828300476074219e-02
1.313985347747802734e+01 6.243150681257247925e-02 1.784632086753845215e+00 2.343883737921714783e-02
1.303274059295654297e+01 5.935619771480560303e-02 1.801488518714904785e+00 2.387721836566925049e-02
1.301664924621582031e+01 7.247647643089294434e-02 1.742393016815185547e+00 2.420232258737087250e-02
1.307380676269531250e+01 8.861340582370758057e-02 1.762883663177490234e+00 2.620046213269233704e-02
1.325313377380371094e+01 7.445674389600753784e-02 1.832578420639038086e+00 2.704111486673355103e-02
1.293500232696533203e+01 5.585229396820068359e-02 1.735626459121704102e+00 2.477493695914745331e-02
1.311923313140869141e+01 5.719123035669326782e-02 1.777945041656494141e+00 2.738807164132595062e-02
1.307271766662597656e+01 4.857473075389862061e-02 1.815694212913513184e+00 2.518004924058914185e-02
1.310939884185791016e+01 9.502737969160079956e-02 1.849955320358276367e+00 3.545685112476348877e-02
1.306919574737548828e+01 7.745537906885147095e-02 1.699586629867553711e+00 2.396304532885551453e-02
1.294652175903320312e+01 1.013037115335464478e-01 1.751880288124084473e+00 2.329334430396556854e-02
1.303718662261962891e+01 6.615742295980453491e-02 1.820628523826599121e+00 2.407845109701156616e-02
1.343389892578125000e+01 7.422696053981781006e-02 1.438267827033996582e+00 4.919935017824172974e-02
1.295682621002197266e+01 5.348958075046539307e-02 1.776506543159484863e+00 2.732914313673973083e-02
1.323624324798583984e+01 6.805112212896347046e-02 1.780478477478027344e+00 2.677436172962188721e-02
1.343319702148437500e+01 4.056089743971824646e-02 1.711978077888488770e+00 2.917640283703804016e-02
1.329178524017333984e+01 4.273111745715141296e-02 1.827680230140686035e+00 3.532726317644119263e-02
1.303083419799804688e+01 8.996973931789398193e-02 1.786910533905029297e+00 3.742231428623199463e-02
1.301940631866455078e+01 8.614994585514068604e-02 1.791646122932434082e+00 2.491804771125316620e-02
1.300866699218750000e+01 9.096068143844604492e-02 1.771826148033142090e+00 2.576139569282531738e-02
1.330276584625244141e+01 4.416243359446525574e-02 1.725773215293884277e+00 2.868752926588058472e-02
1.319410228729248047e+01 4.675070941448211670e-02 1.766528129577636719e+00 2.386433817446231842e-02
1.315355873107910156e+01 7.666106522083282471e-02 1.759669423103332520e+00 2.992490306496620178e-02
1.316652011871337891e+01 4.875405132770538330e-02 1.807722091674804688e+00 2.753380499780178070e-02
1.315441226959228516e+01 8.979725837707519531e-02 1.776395678520202637e+00 2.607841789722442627e-02
1.301916694641113281e+01 6.221865862607955933e-02 1.751997590065002441e+00 2.485642395913600922e-02
1.299583530426025391e+01 6.483621895313262939e-02 1.704324007034301758e+00 2.400890178978443146e-02
1.349278926849365234e+01 3.164407610893249512e-02 1.995808482170104980e+00 3.529596328735351562e-02
1.302310562133789062e+01 8.467672765254974365e-02 1.765165090560913086e+00 2.839745394885540009e-02
1.295305919647216797e+01 7.270657271146774292e-02 1.722271084785461426e+00 2.485985681414604187e-02
1.293985462188720703e+01 5.679094418883323669e-02 1.825408458709716797e+00 3.877107426524162292e-02
1.317827033996582031e+01 6.296867877244949341e-02 1.864496707916259766e+00 4.086465388536453247e-02
1.306155776977539062e+01 5.975528061389923096e-02 1.718360543251037598e+00 2.283732779324054718e-02
1.326147079467773438e+01 7.573721557855606079e-02 1.779488921165466309e+00 2.712439931929111481e-02
1.331033611297607422e+01 3.969515860080718994e-02 1.789607524871826172e+00 2.919217012822628021e-02
1.309258365631103516e+01 7.000108808279037476e-02 1.698526740074157715e+00 2.456245198845863342e-02
1.292673587799072266e+01 5.176367610692977905e-02 1.755734205245971680e+00 2.487660758197307587e-02
1.302140712738037109e+01 5.694273114204406738e-02 1.702356338500976562e+00 2.675832808017730713e-02
1.332831382751464844e+01 4.698022827506065369e-02 1.802950978279113770e+00 3.205895796418190002e-02
1.298845005035400391e+01 6.529494374990463257e-02 1.798443198204040527e+00 2.825931273400783539e-02
1.316253376007080078e+01 8.130811154842376709e-02 1.781027317047119141e+00 2.626761980354785919e-02
1.309572219848632812e+01 4.492516443133354187e-02 1.651651859283447266e+00 3.245135769248008728e-02
1.306964588165283203e+01 5.233123898506164551e-02 1.772945165634155273e+00 2.674329839646816254e-02
1.303862571716308594e+01 5.086176842451095581e-02 1.778827905654907227e+00 3.471810743212699890e-02
1.293243694305419922e+01 8.132775872945785522e-02 1.749763607978820801e+00 2.907131612300872803e-02
1.306360530853271484e+01 5.153496935963630676e-02 1.626561164855957031e+00 3.832389414310455322e-02
1.293100357055664062e+01 6.060165166854858398e-02 1.804616451263427734e+00 3.118938952684402466e-02
1.306012058258056641e+01 7.267820835113525391e-02 1.723650336265563965e+00 2.702371217310428619e-02
1.327391433715820312e+01 4.438138380646705627e-02 1.812237143516540527e+00 2.882256172597408295e-02
1.311453914642333984e+01 4.804103821516036987e-02 1.758284568786621094e+00 2.634666487574577332e-02
1.293712997436523438e+01 1.174665689468383789e-01 1.699321866035461426e+00 2.569364756345748901e-02
1.293024158477783203e+01 6.008248403668403625e-02 1.723274588584899902e+00 2.457917109131813049e-02
1.332773113250732422e+01 4.401738196611404419e-02 1.713390231132507324e+00 2.839693985879421234e-02
1.291508579254150391e+01 7.163140177726745605e-02 1.667038202285766602e+00 2.561637572944164276e-02
1.315549087524414062e+01 5.366963520646095276e-02 1.723274588584899902e+00 3.039004653692245483e-02
1.303390502929687500e+01 5.945917963981628418e-02 1.757011294364929199e+00 3.130068257451057434e-02
1.297333526611328125e+01 8.168247342109680176e-02 1.759554147720336914e+00 2.400724962353706360e-02
1.304066944122314453e+01 5.761819332838058472e-02 1.682035684585571289e+00 3.089292161166667938e-02
1.297600078582763672e+01 7.350940257310867310e-02 1.731711983680725098e+00 2.412256225943565369e-02
1.292079067230224609e+01 6.238694116473197937e-02 1.796753883361816406e+00 3.551583737134933472e-02
1.298772144317626953e+01 9.347198158502578735e-02 1.721265316009521484e+00 2.352154254913330078e-02
1.319550323486328125e+01 4.311450943350791931e-02 1.749055862426757812e+00 2.652920410037040710e-02
1.311473941802978516e+01 7.575585693120956421e-02 1.733796000480651855e+00 3.327185288071632385e-02
1.322905063629150391e+01 6.130718812346458435e-02 1.805135607719421387e+00 3.156866133213043213e-02
1.319986343383789062e+01 6.265203654766082764e-02 1.745022773742675781e+00 3.370442613959312439e-02
1.305017375946044922e+01 7.622895389795303345e-02 1.815390348434448242e+00 4.011217504739761353e-02
1.303093338012695312e+01 9.017141908407211304e-02 1.695999383926391602e+00 3.210902959108352661e-02
1.298191833496093750e+01 7.329113781452178955e-02 1.669455766677856445e+00 2.692748233675956726e-02
1.291672515869140625e+01 1.242075860500335693e-01 1.810293197631835938e+00 3.659193217754364014e-02
1.312398242950439453e+01 3.967543691396713257e-02 1.685193061828613281e+00 2.669378183782100677e-02
1.296703910827636719e+01 8.217645436525344849e-02 1.760014891624450684e+00 3.203686326742172241e-02
1.313568592071533203e+01 5.956442654132843018e-02 1.687783956527709961e+00 2.863347344100475311e-02
1.321017360687255859e+01 5.545026808977127075e-02 1.706543326377868652e+00 2.906088158488273621e-02
1.299228763580322266e+01 6.966688483953475952e-02 1.714158654212951660e+00 2.970702201128005981e-02
1.318075180053710938e+01 4.749836027622222900e-02 1.737328052520751953e+00 2.499942295253276825e-02
1.304793739318847656e+01 5.222281813621520996e-02 1.701303362846374512e+00 2.775825187563896179e-02
1.304395961761474609e+01 7.643831521272659302e-02 1.671013116836547852e+00 2.611136808991432190e-02
1.312251949310302734e+01 6.232712790369987488e-02 1.723399877548217773e+00 2.479630149900913239e-02
1.319816017150878906e+01 4.354393109679222107e-02 1.752817749977111816e+00 3.058277815580368042e-02
1.317634487152099609e+01 5.890884622931480408e-02 1.468129992485046387e+00 4.682188481092453003e-02
1.336127185821533203e+01 4.672608897089958191e-02 1.718360543251037598e+00 2.709623053669929504e-02
1.345053768157958984e+01 3.388755396008491516e-02 1.720761537551879883e+00 2.864557318389415741e-02
1.294034290313720703e+01 8.035851269960403442e-02 1.664319992065429688e+00 3.696630522608757019e-02
1.298580360412597656e+01 5.416037142276763916e-02 1.687375903129577637e+00 3.148747608065605164e-02
1.317798137664794922e+01 9.857957065105438232e-02 1.665037035942077637e+00 3.126053139567375183e-02
1.313917636871337891e+01 7.396243512630462646e-02 1.709010243415832520e+00 2.701834402978420258e-02
1.306153011322021484e+01 1.309985220432281494e-01 1.663314342498779297e+00 2.417580224573612213e-02
1.313826465606689453e+01 4.044116660952568054e-02 1.716328382492065430e+00 3.195488452911376953e-02
1.293645668029785156e+01 6.197845190763473511e-02 1.786585807800292969e+00 4.364200308918952942e-02
1.323137664794921875e+01 7.439136505126953125e-02 1.742512941360473633e+00 3.181407228112220764e-02
1.303644275665283203e+01 6.876018643379211426e-02 1.648984074592590332e+00 3.019910864531993866e-02
1.302279376983642578e+01 5.929856374859809875e-02 1.701435089111328125e+00 2.752647362649440765e-02
1.303457450866699219e+01 1.153124570846557617e-01 1.748937726020812988e+00 2.863858640193939209e-02
1.299875450134277344e+01 9.223387390375137329e-02 1.694395422935485840e+00 3.079437278211116791e-02
1.311208343505859375e+01 4.812126234173774719e-02 1.747755169868469238e+00 3.013546578586101532e-02
1.332279491424560547e+01 1.053031161427497864e-01 1.550072789192199707e+00 4.639526456594467163e-02
1.308614826202392578e+01 7.721280306577682495e-02 1.735748291015625000e+00 2.862692624330520630e-02
1.317423152923583984e+01 5.585217103362083435e-02 1.709527850151062012e+00 3.103200346231460571e-02
1.298783111572265625e+01 8.133063465356826782e-02 1.677743673324584961e+00 2.955407835543155670e-02
1.303307628631591797e+01 9.068859368562698364e-02 1.699454307556152344e+00 2.731205336749553680e-02
1.314825534820556641e+01 6.988959014415740967e-02 1.710690259933471680e+00 4.618128761649131775e-02
1.325741100311279297e+01 4.633390158414840698e-02 1.773168563842773438e+00 2.894631586968898773e-02
1.332963752746582031e+01 3.660948574542999268e-02 1.674951910972595215e+00 2.832595631480216980e-02
1.316049194335937500e+01 7.911703735589981079e-02 1.682311177253723145e+00 2.704245410859584808e-02
1.301301956176757812e+01 1.040436476469039917e-01 1.634472370147705078e+00 3.666699305176734924e-02
1.308499145507812500e+01 4.645453765988349915e-02 1.692247629165649414e+00 2.852767892181873322e-02
1.322516918182373047e+01 4.948838055133819580e-02 1.782560229301452637e+00 3.630808740854263306e-02
1.302078819274902344e+01 8.828230202198028564e-02 1.725524067878723145e+00 3.395994380116462708e-02
1.296659374237060547e+01 8.612376451492309570e-02 1.709657192230224609e+00 2.638887614011764526e-02
1.314061450958251953e+01 7.195483893156051636e-02 1.691709041595458984e+00 2.860033698379993439e-02
1.295738410949707031e+01 5.710563063621520996e-02 1.662882566452026367e+00 2.824687398970127106e-02
1.298407745361328125e+01 9.930389374494552612e-02 1.681484341621398926e+00 3.756165131926536560e-02
1.304720973968505859e+01 7.741655409336090088e-02 1.673268198966979980e+00 2.735514007508754730e-02
1.296308994293212891e+01 1.342938095331192017e-01 1.654890418052673340e+00 2.928227558732032776e-02
1.315425205230712891e+01 4.214552789926528931e-02 1.685739755630493164e+00 3.098524175584316254e-02
1.309415054321289062e+01 6.696848571300506592e-02 1.637993574142456055e+00 3.005820885300636292e-02
1.300859260559082031e+01 5.078959092497825623e-02 1.580878138542175293e+00 4.087510332465171814e-02
1.291310691833496094e+01 8.124540001153945923e-02 1.654450178146362305e+00 3.625106066465377808e-02
1.320174789428710938e+01 4.576806351542472839e-02 1.749409914016723633e+00 4.250771179795265198e-02
1.291200351715087891e+01 1.158889085054397583e-01 1.762769222259521484e+00 4.636589810252189636e-02
1.321166229248046875e+01 5.714564397931098938e-02 1.723525166511535645e+00 3.136223927140235901e-02
1.298585224151611328e+01 6.755927205085754395e-02 1.620253801345825195e+00 3.314668685197830200e-02
1.320319175720214844e+01 7.474880665540695190e-02 1.687919855117797852e+00 4.047165438532829285e-02
1.301724243164062500e+01 7.340139150619506836e-02 1.685603141784667969e+00 3.018165379762649536e-02
1.312170410156250000e+01 5.723960325121879578e-02 1.678160905838012695e+00 2.715679816901683807e-02
1.298232841491699219e+01 5.814373865723609924e-02 1.722898602485656738e+00 3.640484064817428589e-02
1.314816093444824219e+01 4.883756488561630249e-02 1.715436220169067383e+00 3.020242229104042053e-02
1.302286338806152344e+01 6.164379790425300598e-02 1.617704987525939941e+00 2.912203781306743622e-02
1.305892372131347656e+01 6.524093449115753174e-02 1.675091981887817383e+00 3.109712898731231689e-02
1.292163276672363281e+01 6.614620238542556763e-02 1.696799039840698242e+00 3.741533309221267700e-02
1.299668693542480469e+01 5.518508329987525940e-02 1.695999383926391602e+00 2.886108681559562683e-02
1.305163764953613281e+01 5.569683015346527100e-02 1.648537874221801758e+00 2.836722321808338165e-02
1.300459480285644531e+01 6.080549955368041992e-02 1.677186727523803711e+00 2.881951630115509033e-02
1.305049991607666016e+01 1.032929420471191406e-01 1.634472370147705078e+00 3.799988701939582825e-02
1.309936904907226562e+01 8.262876421213150024e-02 1.671719074249267578e+00 3.025301732122898102e-02
1.327220535278320312e+01 6.758076697587966919e-02 1.714286565780639648e+00 3.883712366223335266e-02
1.297531509399414062e+01 1.115805655717849731e-01 1.641032457351684570e+00 2.935377694666385651e-02
1.318050670623779297e+01 3.466935083270072937e-02 1.557843804359436035e+00 4.908861964941024780e-02
1.301057243347167969e+01 6.895135343074798584e-02 1.655769467353820801e+00 2.976138517260551453e-02
1.305550289154052734e+01 5.973231047391891479e-02 1.621839284896850586e+00 3.156634047627449036e-02
1.308039093017578125e+01 9.854809194803237915e-02 1.662017822265625000e+00 3.184063360095024109e-02
1.292865371704101562e+01 5.429830029606819153e-02 1.627499461174011230e+00 2.952569536864757538e-02
1.330752944946289062e+01 6.839663535356521606e-02 1.606210708618164062e+00 3.216050937771797180e-02
1.292399787902832031e+01 9.463230520486831665e-02 1.644050240516662598e+00 3.489930555224418640e-02
1.319226360321044922e+01 3.730060905218124390e-02 1.729741454124450684e+00 3.351642936468124390e-02
1.297441101074218750e+01 6.392773240804672241e-02 1.527071356773376465e+00 5.816864967346191406e-02
1.312842369079589844e+01 4.943077638745307922e-02 1.672423958778381348e+00 3.065546602010726929e-02
1.305895042419433594e+01 9.761235117912292480e-02 1.733796000480651855e+00 3.970790654420852661e-02
1.312804985046386719e+01 1.118723228573799133e-01 1.544057130813598633e+00 3.378779813647270203e-02
1.308386898040771484e+01 6.563984602689743042e-02 1.724525690078735352e+00 3.601105511188507080e-02
1.311907482147216797e+01 5.374935269355773926e-02 1.773056864738464355e+00 4.279910400509834290e-02
1.336402988433837891e+01 6.216542422771453857e-02 1.713390231132507324e+00 3.544662520289421082e-02
1.301685905456542969e+01 5.780887231230735779e-02 1.647047162055969238e+00 2.899610623717308044e-02
1.315527439117431641e+01 8.484158664941787720e-02 1.721768498420715332e+00 2.958885580301284790e-02
1.310222816467285156e+01 4.843508079648017883e-02 1.686285853385925293e+00 3.037736937403678894e-02
1.301880264282226562e+01 7.253902405500411987e-02 1.685466408729553223e+00 3.448111191391944885e-02
1.306948471069335938e+01 9.600219875574111938e-02 1.610455274581909180e+00 2.881366945803165436e-02
1.302325248718261719e+01 6.664737313985824585e-02 1.695064425468444824e+00 3.621131554245948792e-02
1.348750400543212891e+01 3.145523369312286377e-02 1.584514856338500977e+00 3.825283423066139221e-02
1.312976074218750000e+01 7.011020928621292114e-02 1.578786134719848633e+00 2.729330584406852722e-02
1.292188739776611328e+01 6.616248935461044312e-02 1.643598914146423340e+00 3.698419779539108276e-02
1.315129947662353516e+01 6.335386633872985840e-02 1.608827710151672363e+00 2.995039522647857666e-02
1.301096248626708984e+01 6.003535166382789612e-02 1.643147110939025879e+00 3.284565731883049011e-02
1.309490966796875000e+01 6.237357854843139648e-02 1.636619091033935547e+00 3.483479842543601990e-02
1.328188991546630859e+01 4.234117269515991211e-02 1.697331428527832031e+00 3.218343108892440796e-02
1.332191753387451172e+01 2.469398081302642822e-01 1.582786798477172852e+00 2.757608890533447266e-02
1.294883441925048828e+01 6.882501393556594849e-02 1.648537874221801758e+00 4.354638606309890747e-02
1.329272079467773438e+01 4.120897501707077026e-02 1.632778167724609375e+00 3.320284187793731689e-02
1.301766872406005859e+01 6.092333793640136719e-02 1.691034793853759766e+00 3.055218234658241272e-02
1.290600395202636719e+01 1.294767409563064575e-01 1.608338236808776855e+00 2.927988581359386444e-02
1.290658950805664062e+01 1.149838641285896301e-01 1.660427927970886230e+00 3.398969769477844238e-02
1.305062770843505859e+01 5.171154066920280457e-02 1.608664512634277344e+00 3.038011863827705383e-02
1.299606704711914062e+01 7.609856873750686646e-02 1.618184089660644531e+00 3.035765141248703003e-02
1.313512039184570312e+01 6.470301002264022827e-02 1.576508402824401855e+00 3.049932606518268585e-02
1.306778526306152344e+01 4.377538710832595825e-02 1.710044860839843750e+00 3.314174711704254150e-02
1.302755355834960938e+01 5.017706006765365601e-02 1.571739435195922852e+00 3.793676197528839111e-02
1.296890544891357422e+01 6.623857468366622925e-02 1.678716540336608887e+00 3.647610917687416077e-02
1.294522476196289062e+01 7.896934449672698975e-02 1.657813668251037598e+00 2.735039778053760529e-02
1.301847839355468750e+01 8.291471749544143677e-02 1.606374740600585938e+00 3.309874236583709717e-02
1.294024085998535156e+01 8.152184635400772095e-02 1.622471809387207031e+00 2.855063416063785553e-02
1.309420871734619141e+01 5.505511537194252014e-02 1.631851315498352051e+00 3.393603488802909851e-02
1.293563270568847656e+01 7.856025546789169312e-02 1.619459033012390137e+00 3.007092326879501343e-02
1.294820404052734375e+01 5.560905486345291138e-02 1.661295890808105469e+00 3.115459345281124115e-02
1.292606258392333984e+01 6.731633841991424561e-02 1.546134471893310547e+00 2.832313999533653259e-02
1.302868652343750000e+01 1.253772228956222534e-01 1.648984074592590332e+00 2.931046858429908752e-02
1.323783397674560547e+01 5.317262560129165649e-02 1.633394956588745117e+00 4.503285884857177734e-02
1.310441207885742188e+01 4.887192696332931519e-02 1.559856414794921875e+00 3.452560305595397949e-02
1.324121856689453125e+01 4.246612638235092163e-02 1.644200563430786133e+00 3.267068043351173401e-02
1.304286575317382812e+01 7.755011320114135742e-02 1.605882525444030762e+00 3.014674037694931030e-02
1.298328495025634766e+01 6.181228533387184143e-02 1.573157906532287598e+00 3.216966241598129272e-02
1.297390460968017578e+01 6.821436434984207153e-02 1.592037439346313477e+00 3.429708257317543030e-02
1.301788997650146484e+01 6.614168733358383179e-02 1.656354546546936035e+00 3.181841224431991577e-02
1.310640048980712891e+01 4.701376333832740784e-02 1.645850777626037598e+00 2.978496998548507690e-02
1.301465034484863281e+01 1.183589696884155273e-01 1.640578031539916992e+00 3.177779540419578552e-02
1.306834220886230469e+01 8.473316580057144165e-02 1.673830151557922363e+00 2.920690551400184631e-02
1.306942844390869141e+01 9.433730691671371460e-02 1.614980459213256836e+00 3.241802752017974854e-02
1.291600131988525391e+01 8.493435382843017578e-02 1.627186894416809082e+00 3.443495184183120728e-02
